DateTime,Actual_PT08.S1(CO),Predicted_PT08.S1(CO),Actual_PT08.S2(NMHC),Predicted_PT08.S2(NMHC),Actual_PT08.S3(NOx),Predicted_PT08.S3(NOx),Actual_PT08.S4(NO2),Predicted_PT08.S4(NO2),Actual_PT08.S5(O3),Predicted_PT08.S5(O3)
2005-01-18 16:00:00,1620.0,1371.8349949949948,1420.0,1291.7446012679345,436.0,500.76480814147476,1598.0,1621.1464597931265,1971.0,1557.0871838505172
2005-01-18 17:00:00,1605.0,1348.8416583249914,1416.0,1277.2176687798908,436.0,506.51468023579133,1614.0,1596.8064597931266,1941.0,1545.8553064175287
2005-01-18 18:00:00,1604.0,1355.6466633299965,1496.0,1305.5130675119563,410.0,493.5198720943165,1733.0,1623.935875875876,1969.0,1566.9181225670116
2005-01-18 19:00:00,1582.0,1293.3049749749744,1455.0,1238.7430063396728,423.0,521.1640407073739,1725.0,1652.2193793793797,1813.0,1395.0559192525857
2005-01-18 20:00:00,1523.0,1398.1633266599933,1342.0,1351.9161350239126,466.0,485.66974418863305,1588.0,1707.0332298965632,1677.0,1665.6562451340228
2005-01-18 21:00:00,1172.0,1422.8783216549882,813.0,1281.5707362918474,774.0,502.84455233010783,1233.0,1632.9185218551886,1118.0,1625.4134289845401
2005-01-18 22:00:00,1021.0,1122.59,670.0,834.88,932.0,756.05,1187.0,1235.14,828.0,1052.7
2005-01-18 23:00:00,1125.0,1026.99,758.0,729.21,820.0,894.46,1241.0,1195.35,867.0,844.1
2005-01-19 00:00:00,1197.0,1115.86,840.0,831.54,712.0,815.06,1298.0,1291.12,974.0,929.32
2005-01-19 01:00:00,1174.0,1143.33,842.0,877.44,723.0,740.33,1286.0,1304.31,975.0,981.77
2005-01-19 02:00:00,1106.0,1118.31,733.0,838.44,822.0,773.2,1208.0,1275.03,902.0,940.26
2005-01-19 03:00:00,873.0,1068.07,549.0,766.08,1106.0,846.52,1008.0,1229.71,791.0,894.27
2005-01-19 04:00:00,828.0,957.25,506.0,761.62,1222.0,966.78,945.0,1097.72,673.0,892.46
2005-01-19 05:00:00,830.0,805.67,492.0,565.74,1263.0,1178.25,948.0,931.78,578.0,642.36
2005-01-19 06:00:00,840.0,821.86,515.0,583.67,1235.0,1129.5,941.0,957.58,563.0,595.02
2005-01-19 07:00:00,909.0,824.62,622.0,580.18,1046.0,1143.87,992.0,946.64,730.0,588.1
2005-01-19 08:00:00,1098.0,911.3,881.0,656.66,760.0,1024.81,1203.0,1036.94,974.0,734.45
2005-01-19 09:00:00,1036.0,1084.2,868.0,880.25,732.0,767.11,1158.0,1259.41,958.0,986.56
2005-01-19 10:00:00,912.0,1060.28,692.0,882.91,923.0,772.05,1020.0,1238.28,713.0,992.53
2005-01-19 11:00:00,873.0,914.89,618.0,722.03,1036.0,926.51,994.0,1038.22,617.0,729.79
2005-01-19 12:00:00,889.0,929.79,634.0,698.25,1009.0,967.29,1018.0,1062.19,591.0,723.18
2005-01-19 13:00:00,965.0,935.38,742.0,699.61,889.0,949.35,1099.0,1071.52,661.0,714.65
2005-01-19 14:00:00,1009.0,926.48,845.0,716.38,771.0,937.19,1132.0,1103.26,856.0,699.11
2005-01-19 15:00:00,918.0,971.88,729.0,806.53,904.0,871.0,1014.0,1094.77,639.0,865.56
2005-01-19 16:00:00,920.0,912.97,729.0,748.3,891.0,900.17,1013.0,1028.29,647.0,707.01
2005-01-19 17:00:00,923.0,911.73,715.0,743.67,915.0,902.63,1015.0,1032.27,646.0,704.08
2005-01-19 18:00:00,1021.0,920.69,883.0,754.29,766.0,894.13,1139.0,1040.24,846.0,711.92
2005-01-19 19:00:00,998.0,1027.82,858.0,889.2,770.0,837.12,1109.0,1204.55,857.0,934.24
2005-01-19 20:00:00,1061.0,959.03,962.0,795.53,721.0,871.11,1167.0,1076.77,942.0,845.51
2005-01-19 21:00:00,1016.0,1023.43,892.0,917.81,758.0,773.24,1109.0,1158.35,945.0,983.37
2005-01-19 22:00:00,859.0,991.88,611.0,850.72,1053.0,822.83,918.0,1099.83,562.0,926.38
2005-01-19 23:00:00,945.0,838.33,707.0,610.97,963.0,1098.23,1005.0,898.2,657.0,547.62
2005-01-20 00:00:00,937.0,922.87,715.0,711.92,896.0,933.01,995.0,1038.8,723.0,695.24
2005-01-20 01:00:00,876.0,950.61,618.0,778.97,1032.0,887.51,948.0,1056.93,555.0,788.67
2005-01-20 02:00:00,831.0,859.85,530.0,649.48,1169.0,1045.96,893.0,953.17,472.0,607.11
2005-01-20 03:00:00,828.0,830.7,514.0,567.68,1205.0,1097.85,880.0,916.4,434.0,528.6
2005-01-20 04:00:00,810.0,814.43,470.0,536.36,1315.0,1107.15,863.0,898.14,412.0,490.47
2005-01-20 05:00:00,822.0,814.47,493.0,539.59,1278.0,1159.25,876.0,889.91,453.0,499.6
2005-01-20 06:00:00,898.0,822.65,646.0,546.43,1013.0,1105.79,954.0,906.03,702.0,508.33
2005-01-20 07:00:00,909.0,887.93,636.0,668.67,992.0,1011.18,947.0,954.05,720.0,714.04
2005-01-20 08:00:00,1256.0,902.52,1130.0,677.94,616.0,991.74,1316.0,968.09,1311.0,732.57
2005-01-20 09:00:00,1298.0,1240.88,1217.0,1101.57,552.0,619.54,1409.0,1354.8,1444.0,1336.26
2005-01-20 10:00:00,1326.0,1276.27,1223.0,1171.6,547.0,603.63,1381.0,1408.23,1613.0,1412.33
2005-01-20 11:00:00,1139.0,1324.95,1031.0,1208.17,649.0,575.25,1181.0,1448.0326459793127,1388.0,1507.23
2005-01-20 12:00:00,1135.0,1157.69,1047.0,1027.08,641.0,698.63,1175.0,1182.03,1379.0,1360.11
2005-01-20 13:00:00,1117.0,1169.17,1071.0,1048.39,638.0,683.76,1178.0,1199.26,1289.0,1368.13
2005-01-20 14:00:00,1094.0,1162.45,1128.0,1061.96,626.0,670.36,1191.0,1222.97,1280.0,1303.29
2005-01-20 15:00:00,982.0,1138.35,990.0,1097.91,745.0,676.33,1018.0,1243.8926459793126,1059.0,1297.46
2005-01-20 16:00:00,1107.0,981.71,1134.0,953.62,639.0,829.08,1172.0,1039.11,1299.0,1020.56
2005-01-20 17:00:00,1290.0,1161.31,1349.0,1088.3,534.0,676.94,1386.0,1220.87,1638.0,1321.76
2005-01-20 18:00:00,1445.0,1301.35,1516.0,1223.63,455.0,574.11,1594.0,1477.6126459793127,1946.0,1506.53
2005-01-20 19:00:00,1357.0,1385.4749849849845,1330.0,1317.5238038038037,511.0,534.2044244244244,1414.0,1740.8743977310646,1798.0,1539.3815515515519
2005-01-20 20:00:00,1248.0,1330.3383316649983,1179.0,1225.921533755978,577.0,530.3749360471583,1259.0,1499.5726459793127,1609.0,1449.0390612835058
2005-01-20 21:00:00,1220.0,1303.65,1085.0,1179.81,618.0,582.24,1205.0,1335.09,1531.0,1594.13
2005-01-20 22:00:00,1137.0,1249.61,856.0,1115.97,758.0,623.27,1032.0,1261.42,1338.0,1526.7
2005-01-20 23:00:00,1102.0,1134.08,829.0,870.57,773.0,770.21,1015.0,1038.77,1274.0,1289.83
2005-01-21 00:00:00,1082.0,1097.56,801.0,825.72,780.0,799.9,1035.0,1027.39,1200.0,1228.79
2005-01-21 01:00:00,1053.0,1098.85,795.0,852.54,786.0,792.19,1039.0,1058.17,1143.0,1214.8
2005-01-21 02:00:00,1003.0,1077.67,740.0,846.6,847.0,802.4,992.0,1049.02,1048.0,1184.13
2005-01-21 03:00:00,1019.0,1010.97,744.0,778.8,836.0,852.17,1000.0,1020.6,1049.0,1039.84
2005-01-21 04:00:00,1071.0,1018.4,808.0,791.91,757.0,842.63,1046.0,1037.96,1172.0,1049.51
2005-01-21 05:00:00,1118.0,1080.28,841.0,828.61,702.0,800.35,1056.0,1045.8,1368.0,1157.5
2005-01-21 06:00:00,1206.0,1142.18,948.0,878.36,628.0,755.91,1129.0,1070.6,1540.0,1314.48
2005-01-21 07:00:00,1256.0,1237.31,1056.0,976.73,582.0,664.82,1230.0,1186.2,1575.0,1560.87
2005-01-21 08:00:00,1501.0,1226.36,1367.0,1046.33,465.0,649.74,1558.0,1238.45,1856.0,1499.63
2005-01-21 09:00:00,1578.0,1425.2416583249915,1527.0,1291.957668779891,419.0,516.0346802357913,1761.0,1551.5732298965634,983.0,1703.7853064175288
2005-01-21 10:00:00,1427.0,1316.3733266599934,1280.0,1256.5461350239127,500.0,473.96974418863306,1481.0,1733.0032298965632,1948.0,1211.316245134023
2005-01-21 11:00:00,1440.0,1441.9166633299965,1311.0,1325.6330675119564,482.0,506.8698720943165,1476.0,1562.9352919586254,2022.0,1417.9581225670117
2005-01-21 12:00:00,1522.0,1347.6066232899557,1365.0,1186.109877655433,464.0,605.2883372261148,1526.0,1509.428795462129,983.0,1506.8355933711493
2005-01-21 13:00:00,1517.0,1437.49,1403.0,1242.93,451.0,510.03,1579.0,1500.79,983.0,1483.42
2005-01-21 14:00:00,1300.0,1350.1383316649983,1113.0,1169.941533755978,573.0,465.49493604715826,1291.0,1651.1326459793127,1845.0,1409.929061283506
2005-01-21 15:00:00,1401.0,1304.9349849849846,1204.0,1069.4238038038038,526.0,613.9044244244244,1401.0,1335.403813813814,1947.0,1545.3415515515517
2005-01-21 16:00:00,1551.0,1496.96,1303.0,1339.0,469.0,488.73,1520.0,1570.34,983.0,1198.44
2005-01-21 17:00:00,1411.0,1443.01,1191.0,1232.91,519.0,530.22,1426.0,1464.51,1920.0,1587.17
2005-01-21 18:00:00,1434.0,1440.4,1239.0,1279.71,506.0,508.9,1458.0,1509.09,1835.0,1491.09
2005-01-21 19:00:00,1489.0,1400.6,1305.0,1241.47,476.0,529.23,1547.0,1580.4926459793126,1919.0,1685.89
2005-01-21 20:00:00,1075.0,1401.2716583249917,923.0,1291.177668779891,355.0,511.07468023579133,2083.0,1570.2632298965632,983.0,1603.6853064175289
2005-01-21 21:00:00,1075.0,1245.71,923.0,1277.31,370.0,389.5,2005.0,1688.802609275943,983.0,1016.93
2005-01-21 22:00:00,1579.0,1084.63,1345.0,1004.57,459.0,350.56,1608.0,1682.3402369035707,1961.0,1001.48
2005-01-21 23:00:00,1508.0,1369.051648314981,1246.0,1289.2768713157598,496.0,512.9742965187409,1498.0,1604.3417517517519,1791.0,1544.6596741185633
2005-01-22 00:00:00,1535.0,1419.6866633299965,1300.0,1209.5030675119563,483.0,525.6698720943165,1524.0,1508.8952919586254,1725.0,1663.9081225670118
2005-01-22 01:00:00,1395.0,1380.71,1131.0,1187.57,552.0,531.51,1362.0,1479.2626459793128,1553.0,1603.25
2005-01-22 02:00:00,1392.0,1355.69,1153.0,1117.04,542.0,568.14,1395.0,1390.01,1506.0,1586.99
2005-01-22 03:00:00,1326.0,1380.24,1087.0,1168.66,571.0,544.05,1333.0,1455.0726459793127,1398.0,1549.51
2005-01-22 04:00:00,1297.0,1235.1,1032.0,1008.3,605.0,633.28,1297.0,1314.64,1300.0,1323.91
2005-01-22 05:00:00,1331.0,1251.26,1106.0,1054.56,568.0,609.95,1322.0,1340.52,1383.0,1328.25
2005-01-22 06:00:00,1288.0,1236.94,1036.0,1027.19,590.0,630.07,1242.0,1320.6,1413.0,1336.72
2005-01-22 07:00:00,1322.0,1239.01,1091.0,1026.39,565.0,637.6,1307.0,1263.35,1471.0,1410.47
2005-01-22 08:00:00,1390.0,1286.2883316649982,1167.0,1061.5715337559782,522.0,606.4649360471583,1392.0,1328.6026459793127,1619.0,1421.159061283506
2005-01-22 09:00:00,1443.0,1411.83,1207.0,1218.26,502.0,529.77,1431.0,1488.7626459793128,1673.0,1486.44
2005-01-22 10:00:00,1496.0,1409.3,1254.0,1230.3,484.0,522.92,1472.0,1494.7226459793126,1881.0,1588.65
2005-01-22 11:00:00,1439.0,1439.32,1198.0,1263.73,502.0,504.89,1426.0,1537.65,1877.0,1726.56
2005-01-22 12:00:00,1432.0,1434.45,1150.0,1249.18,527.0,516.17,1393.0,1507.83,1818.0,1658.81
2005-01-22 13:00:00,1398.0,1433.65,1149.0,1219.16,535.0,529.18,1417.0,1485.08,1699.0,1526.86
2005-01-22 14:00:00,1380.0,1376.0,1206.0,1163.92,515.0,546.28,1500.0,1437.4326459793126,1677.0,1519.14
2005-01-22 15:00:00,1022.0,1327.0,857.0,1174.95,770.0,529.64,1068.0,1500.72,1088.0,1561.56
2005-01-22 16:00:00,973.0,1051.75,806.0,863.8,851.0,794.69,994.0,1099.55,926.0,1086.69
2005-01-22 17:00:00,951.0,998.34,862.0,862.77,823.0,823.74,972.0,1040.64,961.0,985.27
2005-01-22 18:00:00,987.0,971.14,925.0,855.45,776.0,857.81,1016.0,1009.29,1066.0,959.65
2005-01-22 19:00:00,1100.0,992.43,1057.0,933.62,687.0,820.41,1126.0,1025.48,1241.0,1024.23
2005-01-22 20:00:00,1064.0,1083.77,1072.0,1020.11,704.0,732.22,1103.0,1111.45,1220.0,1189.51
2005-01-22 21:00:00,1316.0,1057.86,1327.0,999.82,549.0,754.4,1328.0,1095.05,1613.0,1154.16
2005-01-22 22:00:00,1262.0,1339.42,1208.0,1253.17,587.0,546.63,1219.0,1506.9752919586253,1577.0,1421.93
2005-01-22 23:00:00,1259.0,1283.74,1152.0,1187.43,610.0,599.43,1165.0,1318.61,1569.0,1542.69
2005-01-23 00:00:00,1166.0,1246.31,981.0,1124.25,697.0,627.07,993.0,1269.27,1445.0,1552.27
2005-01-23 01:00:00,1066.0,1115.59,880.0,941.81,784.0,759.76,946.0,1079.17,1240.0,1362.96
2005-01-23 02:00:00,1051.0,1040.6,883.0,828.53,783.0,838.06,978.0,995.96,1169.0,1188.49
2005-01-23 03:00:00,992.0,1046.11,808.0,847.33,849.0,819.52,926.0,1024.91,1052.0,1175.4
2005-01-23 04:00:00,969.0,981.38,788.0,780.53,854.0,889.18,938.0,968.7,1006.0,1036.83
2005-01-23 05:00:00,862.0,976.51,609.0,786.46,1101.0,888.07,810.0,962.98,757.0,999.04
2005-01-23 06:00:00,859.0,896.6,581.0,721.11,1112.0,1011.66,829.0,932.91,753.0,856.89
2005-01-23 07:00:00,849.0,877.54,552.0,681.14,1165.0,1025.55,812.0,917.52,737.0,817.85
2005-01-23 08:00:00,879.0,854.71,594.0,646.97,1119.0,1114.79,839.0,892.07,792.0,775.31
2005-01-23 09:00:00,956.0,903.62,735.0,710.82,915.0,1000.15,942.0,937.68,945.0,881.67
2005-01-23 10:00:00,1039.0,972.53,828.0,764.62,791.0,905.26,987.0,968.15,1115.0,988.42
2005-01-23 11:00:00,1066.0,1029.79,871.0,838.94,775.0,818.73,996.0,1054.57,1131.0,1081.34
2005-01-23 12:00:00,1124.0,1048.33,927.0,858.37,722.0,806.17,1047.0,1055.54,1242.0,1129.18
2005-01-23 13:00:00,1160.0,1083.56,948.0,909.71,712.0,772.37,1072.0,1059.54,1289.0,1186.15
2005-01-23 14:00:00,1110.0,1090.5,896.0,912.21,737.0,755.65,1040.0,1079.86,1276.0,1197.31
2005-01-23 15:00:00,1138.0,1102.48,940.0,863.02,706.0,779.74,1088.0,1051.4,1359.0,1223.95
2005-01-23 16:00:00,1095.0,1069.01,857.0,897.68,756.0,801.58,1075.0,1056.69,1020.0,1217.0
2005-01-23 17:00:00,1045.0,1038.3,694.0,828.62,911.0,798.71,1025.0,1095.64,805.0,1037.08
2005-01-23 18:00:00,1078.0,1001.09,727.0,755.81,849.0,868.79,1057.0,1097.37,857.0,892.89
2005-01-23 19:00:00,1169.0,1053.46,846.0,815.42,767.0,784.85,1157.0,1131.79,942.0,976.57
2005-01-23 20:00:00,1174.0,1064.27,926.0,819.48,674.0,798.09,1220.0,1210.17,1020.0,918.06
2005-01-23 21:00:00,1075.0,1137.46,749.0,950.76,827.0,693.05,1050.0,1272.49,899.0,1090.92
2005-01-23 22:00:00,1044.0,993.46,685.0,760.22,903.0,849.44,1042.0,1068.83,860.0,895.39
2005-01-23 23:00:00,1110.0,1001.0,782.0,746.48,798.0,865.14,1101.0,1090.03,954.0,910.09
2005-01-24 00:00:00,1086.0,1026.19,733.0,793.44,848.0,810.31,1064.0,1116.23,883.0,942.52
2005-01-24 01:00:00,1092.0,1030.76,811.0,784.43,773.0,821.32,1129.0,1120.31,966.0,947.36
2005-01-24 02:00:00,1127.0,1015.73,884.0,784.25,704.0,829.75,1173.0,1118.22,983.0,919.27
2005-01-24 03:00:00,881.0,1118.57,578.0,931.28,1017.0,729.75,876.0,1281.94,607.0,1046.99
2005-01-24 04:00:00,831.0,866.14,498.0,655.53,1237.0,1049.9,855.0,914.66,443.0,620.06
2005-01-24 05:00:00,791.0,811.88,459.0,532.55,818.0,1127.04,809.0,872.78,390.0,485.59
2005-01-24 06:00:00,836.0,779.34,520.0,504.47,1296.0,1157.67,832.0,843.98,479.0,442.25
2005-01-24 07:00:00,907.0,875.47,644.0,666.01,1028.0,1021.91,902.0,925.61,732.0,678.75
2005-01-24 08:00:00,1174.0,891.29,1018.0,665.09,688.0,1024.02,1210.0,942.01,1149.0,742.41
2005-01-24 09:00:00,1094.0,1182.88,967.0,1030.29,682.0,664.06,1147.0,1282.46,1136.0,1241.24
2005-01-24 10:00:00,992.0,1012.13,800.0,897.75,797.0,795.87,1007.0,1075.92,934.0,1054.58
2005-01-24 11:00:00,955.0,989.03,783.0,844.19,844.0,828.04,976.0,1044.98,845.0,956.59
2005-01-24 12:00:00,959.0,962.86,771.0,830.11,852.0,865.58,975.0,1017.97,808.0,891.52
2005-01-24 13:00:00,981.0,971.16,804.0,833.69,829.0,856.93,997.0,1044.82,783.0,886.82
2005-01-24 14:00:00,947.0,975.53,791.0,859.59,825.0,852.19,963.0,1064.77,785.0,907.21
2005-01-24 15:00:00,1023.0,959.0,898.0,847.07,759.0,870.3,1034.0,1030.3,899.0,872.79
2005-01-24 16:00:00,1009.0,963.22,860.0,826.82,787.0,856.85,993.0,1027.73,922.0,878.03
2005-01-24 17:00:00,1007.0,981.54,884.0,865.55,780.0,836.79,1014.0,1028.23,951.0,941.37
2005-01-24 18:00:00,1054.0,966.2,992.0,840.06,715.0,859.91,1092.0,1009.62,1051.0,942.5
2005-01-24 19:00:00,1018.0,998.68,934.0,924.37,740.0,794.56,1014.0,1083.68,967.0,1021.69
2005-01-24 20:00:00,976.0,984.91,870.0,921.68,795.0,811.6,971.0,1047.59,861.0,978.61
2005-01-24 21:00:00,872.0,947.5,689.0,850.16,970.0,882.58,866.0,987.57,631.0,869.45
2005-01-24 22:00:00,805.0,879.69,559.0,741.68,1183.0,967.51,781.0,915.67,466.0,659.0
2005-01-24 23:00:00,800.0,788.82,541.0,546.8,1250.0,1126.55,779.0,838.8,407.0,478.13
2005-01-25 00:00:00,785.0,785.62,504.0,509.42,1306.0,1160.56,760.0,834.79,387.0,451.17
2005-01-25 01:00:00,757.0,784.65,459.0,513.89,818.0,1187.02,735.0,833.25,337.0,453.52
2005-01-25 02:00:00,751.0,769.63,424.0,518.73,818.0,1169.01,726.0,803.79,303.0,437.84
2005-01-25 03:00:00,766.0,768.86,412.0,490.4,818.0,1156.71,763.0,808.17,295.0,403.01
2005-01-25 04:00:00,759.0,769.9,399.0,488.94,818.0,1164.64,749.0,824.12,288.0,393.22
2005-01-25 05:00:00,758.0,767.69,388.0,500.18,818.0,1173.23,765.0,818.5,274.0,404.05
2005-01-25 06:00:00,761.0,765.05,383.0,479.9,818.0,1140.94,787.0,822.07,289.0,380.81
2005-01-25 07:00:00,762.0,769.93,434.0,470.67,818.0,1180.39,763.0,828.23,318.0,378.41
2005-01-25 08:00:00,869.0,767.0,646.0,486.79,1068.0,1123.45,876.0,818.91,476.0,390.06
2005-01-25 09:00:00,938.0,829.33,785.0,615.31,853.0,1065.99,969.0,891.01,704.0,536.15
2005-01-25 10:00:00,951.0,938.78,769.0,808.5,856.0,875.05,1000.0,1006.13,735.0,789.29
2005-01-25 11:00:00,892.0,952.89,702.0,815.8,935.0,866.4,924.0,1061.55,735.0,809.7
2005-01-25 12:00:00,876.0,906.57,703.0,736.06,968.0,956.58,892.0,959.7,653.0,736.97
2005-01-25 13:00:00,872.0,875.73,686.0,741.58,972.0,977.69,880.0,918.33,603.0,654.67
2005-01-25 14:00:00,893.0,874.79,722.0,724.91,932.0,993.18,917.0,915.08,645.0,643.13
2005-01-25 15:00:00,879.0,892.9,687.0,758.1,980.0,930.67,914.0,950.12,564.0,682.65
2005-01-25 16:00:00,896.0,869.95,689.0,712.06,966.0,1008.53,909.0,927.5,614.0,627.84
2005-01-25 17:00:00,909.0,884.22,706.0,732.28,928.0,975.42,923.0,940.55,658.0,664.66
2005-01-25 18:00:00,958.0,897.18,758.0,752.18,858.0,942.39,985.0,952.12,719.0,696.19
2005-01-25 19:00:00,984.0,939.25,803.0,790.29,813.0,875.28,1012.0,1028.92,772.0,777.53
2005-01-25 20:00:00,991.0,961.64,814.0,832.58,790.0,850.64,1040.0,1064.38,812.0,868.86
2005-01-25 21:00:00,881.0,936.45,638.0,781.26,990.0,888.54,910.0,1011.06,583.0,821.98
2005-01-25 22:00:00,853.0,844.14,616.0,630.76,1071.0,1068.75,870.0,911.42,491.0,576.54
2005-01-25 23:00:00,804.0,848.64,546.0,645.17,1194.0,1049.05,796.0,895.41,400.0,577.19
2005-01-26 00:00:00,788.0,789.51,514.0,515.55,1285.0,1193.79,771.0,843.56,354.0,454.78
2005-01-26 01:00:00,788.0,787.39,487.0,507.92,1346.0,1166.06,769.0,836.22,329.0,444.19
2005-01-26 02:00:00,763.0,790.38,428.0,507.46,818.0,1180.59,757.0,842.15,296.0,447.37
2005-01-26 03:00:00,771.0,767.42,410.0,490.75,818.0,1160.26,765.0,822.14,283.0,392.5
2005-01-26 04:00:00,747.0,769.78,390.0,480.67,818.0,1150.76,738.0,825.35,266.0,387.52
