PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AQI_CO,AQI_NO2,AQI_O3,AQI_PM10,AQI_PM25,AQI_SO2,Overall_AQI,Mean_Feature,Median_Feature
8.47,5.01,8.18,11.55,3.94,6.3,65.0,0.6233,30.255681590909088,24.101449275362317,4.979817482515027,22.191558441558445,29.015557939914167,51.42857142857143,92.84978540772534,7.43,8.18
9.27,5.71,8.18,12.23,4.87,6.8,62.9,0.6234,29.403409005681816,23.03623188405797,4.979817482515027,22.191558441558445,29.015557939914167,0.0,92.84978540772534,8.052,8.18
10.91,7.3,13.870000000000001,13.61,7.48,6.4,65.1,0.6316,28.97727269886364,22.681159420289855,4.979817482515027,22.191558441558445,29.015557939914167,60.0,92.84978540772534,10.634,10.91
15.870000000000001,12.36,8.97,19.0,14.0,7.3,63.1,0.6499,28.409090909090907,19.840579710144926,4.979817482515027,22.191558441558445,29.015557939914167,64.28571428571429,92.84978540772534,14.040000000000001,14.0
15.450000000000001,13.530000000000001,7.67,20.580000000000002,15.88,9.2,56.2,0.6561,27.556818139204548,19.840579710144926,4.979817482515027,22.191558441558445,29.015557939914167,66.42857142857143,92.84978540772534,14.622,15.450000000000001
13.5,11.18,9.120000000000001,17.12,12.370000000000001,13.2,41.7,0.632,23.72159113636364,17.71014492753623,4.979817482515027,22.191558441558445,29.015557939914167,57.857142857142854,92.84978540772534,12.658000000000001,12.370000000000001
12.63,10.370000000000001,9.69,15.98,11.67,14.3,38.4,0.6243,20.31250025568182,21.26086956521739,4.979817482515027,22.191558441558445,29.015557939914167,0.0,92.84978540772534,12.068000000000001,11.67
12.06,9.86,10.35,15.370000000000001,9.59,15.0,36.5,0.6195,18.60795473011364,26.231884057971016,4.979817482515027,22.191558441558445,29.015557939914167,0.0,92.84978540772534,11.446000000000002,10.35
12.52,10.16,10.08,15.93,9.83,16.1,34.5,0.6262,18.89204571022728,34.045045045045036,4.979817482515027,22.191558441558445,29.015557939914167,0.0,102.13513513513512,11.703999999999999,10.16
12.870000000000001,10.78,9.49,16.6,10.61,16.3,35.7,0.656,21.02272752840909,35.18018018018019,4.979817482515027,22.191558441558445,29.015557939914167,0.0,105.54054054054056,12.07,10.78
13.530000000000001,11.22,9.22,17.400000000000002,11.39,15.8,37.0,0.661,22.72727288352273,35.054054054054056,4.979817482515027,22.191558441558445,29.015557939914167,0.0,105.16216216216216,12.552000000000001,11.39
13.09,10.73,9.540000000000001,16.57,11.120000000000001,15.9,37.2,0.6657,26.562500397727277,35.18018018018019,4.979817482515027,22.191558441558445,29.015557939914167,68.57142857142858,105.54054054054056,12.209999999999999,11.120000000000001
12.74,10.41,10.06,16.1,9.94,16.9,34.3,0.6549,29.971591278409093,34.92792792792793,4.979817482515027,22.191558441558445,29.015557939914167,49.28571428571429,104.7837837837838,11.85,10.41
15.1,12.77,8.120000000000001,19.1,14.1,15.1,39.6,0.6766,33.09659134943182,34.48648648648648,4.979817482515027,23.576238576238577,30.76806151645207,34.285714285714285,103.45945945945944,13.838,14.1
15.25,12.46,8.21,18.47,14.48,14.4,43.4,0.7084,34.801136704545456,32.62318840579711,4.979817482515027,23.576238576238577,30.76806151645207,0.0,98.45779685264664,13.774000000000001,14.48
10.75,16.1,6.24,14.562645979312647,18.87,12.9,50.5,0.7478,35.79545495738637,30.84782608695652,4.979817482515027,23.576238576238577,30.76806151645207,32.142857142857146,98.45779685264664,13.304529195862532,14.562645979312647
15.98,12.99,7.5200000000000005,19.41,16.27,12.1,53.3,0.7536,36.93181852272728,29.782608695652176,4.979817482515027,23.576238576238577,30.76806151645207,27.85714285714286,98.45779685264664,14.434000000000001,15.98
14.84,11.27,8.39,17.23,14.91,11.0,59.1,0.774,36.64772754261364,26.94202898550725,4.979817482515027,23.576238576238577,30.76806151645207,0.0,98.45779685264664,13.328,14.84
10.75,13.46,7.41,20.62,16.57,9.7,64.6,0.7771,36.50568223011364,25.876811594202902,4.979817482515027,23.576238576238577,30.76806151645207,23.571428571428573,98.45779685264664,13.762,13.46
12.8,9.64,9.63,15.44,12.85,9.5,64.1,0.7597,34.09090909090909,24.81159420289855,4.979817482515027,23.576238576238577,30.76806151645207,0.0,98.45779685264664,12.072,12.8
11.96,8.73,10.71,14.63,11.44,9.1,63.9,0.7423,32.95454552556818,26.94202898550725,4.979817482515027,23.576238576238577,30.76806151645207,42.85714285714286,98.45779685264664,11.494,11.44
11.84,7.82,11.76,13.65,10.43,8.8,63.9,0.7256,37.07386349431818,34.23423423423424,4.979817482515027,23.576238576238577,30.76806151645207,82.15384615384615,102.70270270270272,11.1,11.76
11.72,7.83,11.790000000000001,13.8,9.96,7.8,67.5,0.7173,40.90909083806818,35.054054054054056,4.979817482515027,23.576238576238577,30.76806151645207,133.03846153846155,105.16216216216216,11.02,11.72
11.47,8.21,11.32,14.120000000000001,9.92,7.0,71.1,0.7158,41.76136342329546,34.42342342342342,4.979817482515027,23.576238576238577,30.76806151645207,138.69230769230765,103.27027027027027,11.008000000000001,11.32
9.78,6.25,8.18,12.74,8.19,8.3,63.6,0.6982,41.19318181818182,35.054054054054056,4.979817482515027,23.576238576238577,30.76806151645207,102.88461538461539,105.16216216216216,9.028,8.19
11.0,6.46,8.18,12.68,8.35,7.2,67.5,0.6887,39.77272727272727,33.79279279279279,4.979817482515027,23.576238576238577,30.76806151645207,0.0,101.37837837837836,9.334,8.35
11.120000000000001,7.7,12.280000000000001,14.09,9.4,6.3,71.9,0.6932,38.77840901988636,30.137681159420293,4.979817482515027,23.576238576238577,30.76806151645207,0.0,98.45779685264664,10.918,11.120000000000001
13.36,10.43,9.35,16.78,11.92,6.5,71.6,0.6945,37.64204545454545,29.07246376811594,4.979817482515027,23.576238576238577,30.76806151645207,66.42857142857143,98.45779685264664,12.368,11.92
14.08,11.53,8.3,17.77,14.11,9.6,59.7,0.7124,35.51136363636363,25.876811594202902,4.979817482515027,23.576238576238577,30.76806151645207,57.857142857142854,98.45779685264664,13.157999999999998,14.08
14.47,10.81,8.69,16.67,14.65,12.4,51.2,0.7335,28.267045596590908,21.61594202898551,4.979817482515027,23.576238576238577,30.76806151645207,55.71428571428572,98.45779685264664,13.058000000000002,14.47
15.42,11.84,8.08,17.8,15.83,15.6,42.2,0.7451,22.869318394886363,24.101449275362317,4.979817482515027,23.576238576238577,30.76806151645207,66.42857142857143,98.45779685264664,13.794,15.42
14.51,11.17,8.75,16.79,13.870000000000001,18.4,33.8,0.709,21.02272755681818,27.65217391304348,4.979817482515027,23.576238576238577,30.76806151645207,75.0,98.45779685264664,13.018,13.870000000000001
13.280000000000001,10.59,9.870000000000001,16.0,11.01,19.4,31.3,0.695,20.312500113636364,33.72972972972973,4.979817482515027,23.576238576238577,30.76806151645207,91.57692307692308,101.1891891891892,12.15,11.01
12.07,9.24,10.88,14.88,8.5,18.0,34.8,0.7127,22.727272911931816,34.86486486486486,4.979817482515027,23.576238576238577,30.76806151645207,99.11538461538461,104.5945945945946,11.114,10.88
12.4,9.47,10.49,15.32,9.47,18.4,33.6,0.7042,24.715909417613634,35.054054054054056,4.979817482515027,23.576238576238577,30.76806151645207,97.23076923076923,105.16216216216216,11.43,10.49
13.06,9.870000000000001,10.040000000000001,15.540000000000001,10.78,17.6,35.1,0.7012,26.84659123579545,33.91891891891892,4.979817482515027,23.576238576238577,30.76806151645207,91.57692307692308,101.75675675675676,11.858,10.78
13.26,10.0,9.76,16.02,10.84,16.7,37.8,0.7117,29.119318366477277,32.62318840579711,4.979817482515027,23.576238576238577,30.76806151645207,62.142857142857146,98.45779685264664,11.975999999999999,10.84
14.73,11.63,8.31,17.79,13.950000000000001,16.1,41.0,0.7451,31.676136477272728,32.268115942028984,4.979817482515027,24.445346320346324,33.10144472361808,47.142857142857146,105.92462311557787,13.282,13.950000000000001
16.09,12.86,7.58,19.22,16.12,15.8,42.4,0.7569,34.09090927556818,32.97826086956522,4.979817482515027,24.445346320346324,33.10144472361808,0.0,105.92462311557787,14.374,16.09
16.11,12.74,7.54,19.150000000000002,16.97,15.7,44.1,0.7786,35.795454801136366,32.268115942028984,4.979817482515027,24.445346320346324,33.10144472361808,34.285714285714285,105.92462311557787,14.502,16.11
16.21,12.47,7.62,18.6,18.86,15.3,46.8,0.8091,36.78977286931818,29.782608695652176,4.979817482515027,24.445346320346324,33.10144472361808,30.0,105.92462311557787,14.751999999999999,16.21
14.44,10.89,8.44,17.48,16.240000000000002,14.6,48.6,0.806,34.94318203125,28.717391304347828,4.979817482515027,24.445346320346324,33.10144472361808,27.85714285714286,105.92462311557787,13.498000000000001,14.44
14.18,10.1,8.92,16.03,15.36,14.7,49.3,0.8193,33.38068181818182,26.58695652173913,4.979817482515027,24.445346320346324,33.10144472361808,25.714285714285715,105.92462311557787,12.918000000000001,14.18
15.34,10.13,8.89,16.11,15.35,13.9,53.6,0.8498,31.81818196022727,26.231884057971016,4.979817482515027,24.445346320346324,33.10144472361808,21.42857142857143,105.92462311557787,13.163999999999998,15.34
14.84,10.450000000000001,8.8,16.240000000000002,15.3,14.6,51.5,0.8536,30.11363643465909,27.65217391304348,4.979817482515027,24.445346320346324,33.10144472361808,19.285714285714285,105.92462311557787,13.126000000000001,14.84
13.67,9.25,9.53,15.43,13.370000000000001,12.5,58.9,0.8537,29.68750014204545,31.202898550724637,4.979817482515027,24.445346320346324,33.10144472361808,21.42857142857143,105.92462311557787,12.25,13.370000000000001
13.44,9.68,9.21,16.2,12.780000000000001,11.6,63.4,0.8674,28.835227201704544,33.333333333333336,4.979817482515027,24.445346320346324,33.10144472361808,25.714285714285715,105.92462311557787,12.262,12.780000000000001
11.3,7.73,11.3,14.52,10.51,12.1,61.1,0.8603,27.55681796875,26.231884057971016,4.979817482515027,24.445346320346324,33.10144472361808,27.85714285714286,105.92462311557787,11.072,11.3
10.620000000000001,6.91,12.72,13.77,9.290000000000001,11.5,63.1,0.8533,26.56249990056818,27.65217391304348,4.979817482515027,24.445346320346324,33.10144472361808,27.85714285714286,105.92462311557787,10.661999999999999,10.620000000000001
10.76,6.18,13.950000000000001,13.33,8.72,11.6,62.2,0.8473,25.568181647727272,27.65217391304348,4.979817482515027,24.445346320346324,33.10144472361808,32.142857142857146,105.92462311557787,10.588,10.76
10.28,6.15,13.84,13.4,8.53,10.4,67.6,0.853,24.99999987215909,27.297101449275363,4.979817482515027,24.445346320346324,33.10144472361808,34.285714285714285,105.92462311557787,10.440000000000001,10.28
11.55,7.22,12.25,14.14,9.59,11.6,62.7,0.853,24.43181791193182,25.876811594202902,4.979817482515027,24.445346320346324,33.10144472361808,34.285714285714285,105.92462311557787,10.95,11.55
12.35,8.28,10.55,15.27,10.93,12.4,60.0,0.8627,24.00568161931818,26.231884057971016,4.979817482515027,24.445346320346324,33.10144472361808,36.42857142857143,105.92462311557787,11.476,10.93
13.32,9.23,9.52,16.14,12.25,14.5,53.1,0.8728,22.58522707386364,28.007246376811594,4.979817482515027,24.445346320346324,33.10144472361808,38.57142857142857,105.92462311557787,12.092,12.25
14.450000000000001,10.09,8.78,16.96,13.55,16.9,46.1,0.8789,21.448863508522727,31.202898550724637,4.979817482515027,24.445346320346324,33.10144472361808,40.714285714285715,105.92462311557787,12.766,13.55
14.16,10.02,9.07,16.77,12.620000000000001,19.3,38.3,0.8474,22.15909078125,33.79279279279279,4.979817482515027,24.445346320346324,33.10144472361808,38.57142857142857,105.92462311557787,12.528,12.620000000000001
12.81,8.8,10.84,15.25,9.8,21.2,31.4,0.7812,23.57954549715909,34.23423423423424,4.979817482515027,24.445346320346324,33.10144472361808,38.57142857142857,105.92462311557787,11.5,10.84
12.07,8.790000000000001,11.040000000000001,14.9,8.72,21.4,30.2,0.7616,24.57386375,34.108108108108105,4.979817482515027,24.445346320346324,33.10144472361808,42.85714285714286,105.92462311557787,11.104,11.040000000000001
12.58,9.06,10.81,15.11,9.0,21.9,29.0,0.7525,25.284091193181816,34.108108108108105,4.979817482515027,24.445346320346324,33.10144472361808,42.85714285714286,105.92462311557787,11.312000000000001,10.81
14.58,10.450000000000001,9.74,16.46,10.99,22.2,28.4,0.7516,25.99431846590909,33.333333333333336,4.979817482515027,24.445346320346324,33.10144472361808,34.285714285714285,105.92462311557787,12.444,10.99
14.38,10.51,9.43,16.68,12.06,21.3,30.8,0.7696,27.13068203125,32.62318840579711,4.979817482515027,24.445346320346324,33.10144472361808,30.0,105.92462311557787,12.612,12.06
14.780000000000001,10.55,9.290000000000001,16.71,12.620000000000001,19.7,36.7,0.8307,28.267045596590908,31.913043478260864,4.979817482515027,23.58802308802309,30.461373390557934,21.42857142857143,97.4763948497854,12.790000000000001,12.620000000000001
10.75,13.120000000000001,7.53,19.93,16.98,18.4,41.7,0.8732,29.261363849431817,30.84782608695652,4.979817482515027,23.58802308802309,30.461373390557934,0.0,97.4763948497854,13.662,13.120000000000001
10.75,13.81,6.8100000000000005,21.03,19.05,17.6,46.1,0.921,29.403409161931812,29.07246376811594,4.979817482515027,23.58802308802309,30.461373390557934,15.0,97.4763948497854,14.290000000000001,13.81
15.6,11.4,7.84,18.18,16.48,16.7,49.6,0.932,28.12499992897727,26.94202898550725,4.979817482515027,23.58802308802309,30.461373390557934,10.714285714285715,97.4763948497854,13.9,15.6
13.24,9.4,9.24,15.870000000000001,14.23,16.3,51.0,0.9341,26.988636178977277,20.195652173913043,4.979817482515027,23.58802308802309,30.461373390557934,8.571428571428571,97.4763948497854,12.396,13.24
13.49,9.33,9.33,16.17,13.49,14.7,55.9,0.9314,25.994317926136365,17.0,4.979817482515027,23.58802308802309,30.461373390557934,10.714285714285715,97.4763948497854,12.362,13.49
12.39,8.72,9.85,15.47,12.5,14.8,54.7,0.9164,25.426136150568183,19.840579710144926,4.979817482515027,23.58802308802309,30.461373390557934,15.0,97.4763948497854,11.786,12.39
12.39,8.53,10.1,15.43,11.74,14.0,57.0,0.9094,25.28409083806818,25.166666666666668,4.979817482515027,23.58802308802309,30.461373390557934,21.42857142857143,97.4763948497854,11.638000000000002,11.74
12.24,8.55,9.98,15.66,11.49,13.4,61.3,0.9361,27.27272700284091,28.007246376811594,4.979817482515027,23.58802308802309,30.461373390557934,27.85714285714286,97.4763948497854,11.584,11.49
10.78,7.34,11.28,14.870000000000001,10.21,12.6,63.5,0.923,29.545454474431818,30.84782608695652,4.979817482515027,23.58802308802309,30.461373390557934,32.142857142857146,97.4763948497854,10.895999999999999,10.78
10.78,7.11,11.5,14.68,10.13,12.3,65.4,0.9351,28.267045596590908,20.55072463768116,4.979817482515027,23.58802308802309,30.461373390557934,30.0,97.4763948497854,10.84,10.78
10.75,7.03,11.56,14.64,10.1,11.9,67.4,0.9375,27.84090930397727,17.71014492753623,4.979817482515027,23.58802308802309,30.461373390557934,32.142857142857146,97.4763948497854,10.816,10.75
11.57,8.3,10.3,15.84,10.83,11.4,70.5,0.9475,27.98295480113636,17.355072463768117,4.979817482515027,23.58802308802309,30.461373390557934,0.0,97.4763948497854,11.368,10.83
13.14,9.66,8.97,17.1,12.35,11.3,70.2,0.9401,28.125000113636364,20.55072463768116,4.979817482515027,23.58802308802309,30.461373390557934,0.0,97.4763948497854,12.244000000000002,12.35
10.75,14.51,6.5200000000000005,14.562645979312647,16.8,12.4,63.9,0.917,27.84090930397727,19.485507246376812,4.979817482515027,23.58802308802309,30.461373390557934,0.0,97.4763948497854,12.62852919586253,14.51
10.75,9.23,5.37,14.562645979312647,9.83,14.8,54.3,0.9076,26.988636548295453,24.101449275362317,4.979817482515027,23.58802308802309,30.461373390557934,0.0,97.4763948497854,9.94852919586253,9.83
10.75,14.700000000000001,6.22,22.62,19.73,17.4,45.6,0.8993,23.72159133522727,27.297101449275363,4.979817482515027,23.58802308802309,30.461373390557934,23.571428571428573,97.4763948497854,14.804000000000002,14.700000000000001
15.64,13.0,7.1000000000000005,20.29,17.98,19.8,38.5,0.8801,20.59659092329545,29.07246376811594,4.979817482515027,23.58802308802309,30.461373390557934,0.0,97.4763948497854,14.802000000000001,15.64
14.3,11.200000000000001,8.31,17.830000000000002,15.22,22.0,34.1,0.8904,21.30681819602273,31.913043478260864,4.979817482515027,23.58802308802309,30.461373390557934,0.0,97.4763948497854,13.372,14.3
14.17,11.46,8.3,18.31,14.040000000000001,23.3,32.2,0.9096,21.87499980113636,32.62318840579711,4.979817482515027,23.58802308802309,30.461373390557934,21.42857142857143,97.86956521739133,13.256000000000004,14.040000000000001
14.0,11.620000000000001,8.38,18.29,12.63,23.9,30.0,0.8757,23.579545326704547,33.91891891891892,4.979817482515027,23.58802308802309,30.461373390557934,21.42857142857143,101.75675675675676,12.984,12.63
13.17,10.53,9.26,17.07,11.370000000000001,24.4,28.9,0.8736,24.573863579545456,33.72972972972973,4.979817482515027,23.58802308802309,30.461373390557934,0.0,101.1891891891892,12.280000000000001,11.370000000000001
13.18,10.33,9.5,16.75,10.68,24.4,29.4,0.8848,25.42613616477273,31.55797101449276,4.979817482515027,23.58802308802309,30.461373390557934,0.0,97.4763948497854,12.088,10.68
14.450000000000001,11.41,8.57,18.240000000000002,12.52,23.8,31.3,0.9137,26.136363607954543,30.137681159420293,4.979817482515027,23.58802308802309,30.461373390557934,19.285714285714285,97.4763948497854,13.038,12.52
10.75,16.01,6.3100000000000005,14.562645979312647,18.43,22.5,35.4,0.9547,26.136363607954543,24.456521739130437,4.979817482515027,21.74963924963925,28.358369098712448,12.857142857142858,90.74678111587984,13.21252919586253,14.562645979312647
10.75,9.23,5.42,14.562645979312647,9.83,20.4,42.5,1.0086,25.28409102272727,12.264150943396226,4.979817482515027,21.74963924963925,28.358369098712448,0.0,90.74678111587984,9.958529195862528,9.83
10.75,15.73,5.65,14.562645979312647,19.92,18.3,52.6,1.0945,24.14772728693182,9.433962264150944,4.979817482515027,21.74963924963925,28.358369098712448,8.571428571428571,90.74678111587984,13.32252919586253,14.562645979312647
15.950000000000001,12.94,6.78,20.580000000000002,17.07,16.7,57.4,1.0786,23.15340921875,7.861635220125787,4.979817482515027,21.74963924963925,28.358369098712448,8.571428571428571,90.74678111587984,14.663999999999998,15.950000000000001
14.39,11.59,7.640000000000001,18.56,14.94,15.7,60.2,1.0654,21.02272723011364,6.289308176100629,4.979817482515027,21.74963924963925,28.358369098712448,8.571428571428571,90.74678111587984,13.424000000000001,14.39
11.42,8.52,10.08,15.47,11.64,15.3,61.4,1.058,19.318181704545456,6.60377358490566,4.979817482515027,21.74963924963925,28.358369098712448,6.428571428571429,90.74678111587984,11.425999999999998,11.42
13.040000000000001,10.19,8.52,17.31,12.72,14.1,65.7,1.0494,17.897727159090913,6.289308176100629,4.979817482515027,21.74963924963925,28.358369098712448,0.0,90.74678111587984,12.356,12.72
10.74,7.84,10.98,14.83,10.4,14.8,60.6,1.0148,16.477272443181818,8.80503144654088,4.979817482515027,21.74963924963925,28.358369098712448,4.285714285714286,90.74678111587984,10.958,10.74
9.68,6.4,13.200000000000001,13.86,8.67,14.8,59.2,0.9879,16.193181633522723,15.094339622641508,4.979817482515027,21.74963924963925,28.358369098712448,0.0,90.74678111587984,10.362,9.68
9.290000000000001,6.08,13.76,13.64,8.26,13.6,62.1,0.9636,17.04545421875,20.55072463768116,4.979817482515027,21.74963924963925,28.358369098712448,0.0,90.74678111587984,10.206,9.290000000000001
9.41,6.26,13.16,13.73,8.4,12.3,66.2,0.945,17.89772697443182,20.195652173913043,4.979817482515027,21.74963924963925,28.358369098712448,6.428571428571429,90.74678111587984,10.192,9.41
9.370000000000001,5.8500000000000005,8.18,13.48,7.930000000000001,12.8,63.2,0.9283,18.3238634375,17.355072463768117,4.979817482515027,21.74963924963925,28.358369098712448,8.571428571428571,90.74678111587984,8.962,8.18
10.17,6.8100000000000005,12.46,14.18,8.700000000000001,11.2,68.5,0.9081,19.03409071022727,20.195652173913043,4.979817482515027,21.74963924963925,28.358369098712448,0.0,90.74678111587984,10.464000000000002,10.17
11.71,7.7,11.620000000000001,14.67,9.3,11.0,66.5,0.8705,20.17045427556818,17.71014492753623,4.979817482515027,21.74963924963925,28.358369098712448,10.714285714285715,90.74678111587984,11.0,11.620000000000001
15.41,11.85,7.7,18.89,14.07,11.7,63.7,0.8719,21.02272704545454,17.71014492753623,4.979817482515027,21.74963924963925,28.358369098712448,10.714285714285715,90.74678111587984,13.584,14.07
15.39,12.870000000000001,6.98,20.55,15.07,13.6,56.3,0.8743,21.87499980113636,21.971014492753625,4.979817482515027,21.74963924963925,28.358369098712448,10.714285714285715,90.74678111587984,14.172000000000002,15.07
